REC_NO,OBJECT,REGION,DATE,UT,ERR_UT,JD,LONG_1,LONG_2,LONG_3,LONG_SYST,ERR_LONG,SYSTEM,PHASE,LAT,ERR_LAT,INFO,MEAS,CHANNEL,INSTR,MAGN,ORIE,OBSERVER
5257,DC2_PROJ,L2,8/25/2023,20:28.2,,2460182.353,279,232.4,251.6,279,,1,11.2,8.3,,,ada,colo,,,,&Miyaz_7
5258,DC1_PROJ,L2,8/25/2023,20:28.2,,2460182.353,242.2,195.6,214.8,242.2,,1,11.2,9.4,,,ada,colo,,,,&Miyaz_7
5259,DC2_PROJ,L1,8/26/2023,17:18.7,,2460183.221,259.3,206,225.4,259.3,,1,11.2,5.8,,,ada,ired,,,,&Miyaz_7
5260,DC1_PROJ,L1,8/26/2023,17:18.7,,2460183.221,271.8,218.5,238,271.8,,1,11.2,7.5,,,ada,ired,,,,&Miyaz_7
5261,DC2_PROJ,L2,8/26/2023,17:18.7,,2460183.221,303.6,250.4,269.8,303.6,,1,11.2,8.1,,,ada,ired,,,,&Miyaz_7
5262,DC2_PROJ,L2,8/26/2023,17:18.7,,2460183.221,246.2,193,212.4,246.2,,1,11.2,8.6,,,ada,ired,,,,&Miyaz_7
5263,DC2_PROJ,L2,8/26/2023,17:18.7,,2460183.221,239.2,186,205.4,239.2,,1,11.2,9.3,,,ada,ired,,,,&Miyaz_7
5264,DC2_PROJ,L2,8/26/2023,17:18.7,,2460183.221,243,189.8,209.2,243,,1,11.2,9.5,,,ada,ired,,,,&Miyaz_7
5265,DC2_PROJ,L2,8/26/2023,17:18.7,,2460183.221,236,182.8,202.2,236,,1,11.2,9.8,,,ada,ired,,,,&Miyaz_7
5266,DC1_PROJ,L1,8/26/2023,19:35.2,,2460183.316,329,275,294.4,329,,1,11.2,7,,,ada,colo,,,,&Miyaz_7
5267,DC3_PROJ,L1,8/26/2023,19:35.2,,2460183.316,342.7,288.7,308.2,342.7,,1,11.2,8,,,ada,colo,,,,&Miyaz_7
5268,DC3_PROJ,L2,8/26/2023,19:35.2,,2460183.316,354,300.1,319.5,354,,1,11.2,8.3,,,ada,colo,,,,&Miyaz_7
5269,DC3_PROJ,L2,8/26/2023,19:35.2,,2460183.316,346,292,311.5,346,,1,11.2,8.5,,,ada,colo,,,,&Miyaz_7
5270,DC3_PROJ,L2,8/26/2023,19:35.2,,2460183.316,350.5,296.5,315.9,350.5,,1,11.2,8.5,,,ada,colo,,,,&Miyaz_7
5271,DC1_PROJ,L1,8/26/2023,21:05.5,,2460183.379,24,329.6,349,24,,1,11.2,6.4,,,ada,colo,,,,&Miyaz_7
5272,DC1_PROJ,L1,8/26/2023,21:05.5,,2460183.379,63,8.5,28,63,,1,11.2,7.1,,,ada,colo,,,,&Miyaz_7
5273,DC3_PROJ,L1,8/26/2023,21:05.5,,2460183.379,86.5,32,51.5,86.5,,1,11.2,7.5,,,ada,colo,,,,&Miyaz_7
5274,DC3_PROJ,L1,8/26/2023,21:05.5,,2460183.379,29.9,335.4,354.9,29.9,,1,11.2,7.9,,,ada,colo,,,,&Miyaz_7
5275,DC3_PROJ,L2,8/26/2023,21:05.5,,2460183.379,18,323.6,343.1,18,,1,11.2,9.3,,,ada,colo,,,,&Miyaz_7
5276,DC1_PROJ,L1,8/27/2023,17:16.9,,2460184.22,61.1,0.3,19.9,61.1,,1,11.1,6.3,,,ada,colo,,,,&Miyaz_7
5277,DC2_PROJ,L1,8/27/2023,17:16.9,,2460184.22,23.9,323.1,342.8,23.9,,1,11.1,6.6,,,ada,colo,,,,&Miyaz_7
5278,DC3_PROJ,L1,8/27/2023,17:16.9,,2460184.22,104.1,43.2,62.9,104.1,,1,11.1,7.3,,,ada,colo,,,,&Miyaz_7
5279,DC3_PROJ,L2,8/27/2023,17:16.9,,2460184.22,35.7,334.8,354.5,35.7,,1,11.1,8.1,,,ada,colo,,,,&Miyaz_7
5280,DC1_PROJ,L2,8/27/2023,17:16.9,,2460184.22,74.7,13.8,33.5,74.7,,1,11.1,8.2,,,ada,colo,,,,&Miyaz_7
5281,DC3_PROJ,L1,8/27/2023,18:16.5,,2460184.261,130.6,69.5,89.1,130.6,,1,11.1,7,,,ada,colo,,,,&Miyaz_7
5282,DC2_PROJ,L1,8/27/2023,19:24.2,,2460184.308,150.7,89.2,108.9,150.7,,1,11.1,6.7,,,ada,colo,,,,&Miyaz_7
5283,DC2_PROJ,L1,8/27/2023,19:24.2,,2460184.308,121.6,60.1,79.8,121.6,,1,11.1,7,,,ada,colo,,,,&Miyaz_7
5284,DC2_PROJ,L1,8/27/2023,19:24.2,,2460184.308,178.1,116.5,136.2,178.1,,1,11.1,7.6,,,ada,colo,,,,&Miyaz_7
5285,DC2_PROJ,L2,8/27/2023,19:24.2,,2460184.308,144.7,83.2,102.9,144.7,,1,11.1,9.1,,,ada,colo,,,,&Miyaz_7
5286,DC2_PROJ,L1,8/27/2023,21:00.4,,2460184.375,229.3,167.2,187,229.3,,1,11.1,6.8,,,ada,colo,,,,&Miyaz_7
5287,DC3_PROJ,L1,8/27/2023,21:00.4,,2460184.375,243.1,181.1,200.8,243.1,,1,11.1,7.7,,,ada,colo,,,,&Miyaz_7
5288,DC2_PROJ,L2,8/27/2023,21:00.4,,2460184.375,216.1,154.1,173.8,216.1,,1,11.1,8.6,,,ada,colo,,,,&Miyaz_7
5289,DC2_PROJ,L2,8/27/2023,21:00.4,,2460184.375,196.1,134.1,153.8,196.1,,1,11.1,9,,,ada,colo,,,,&Miyaz_7
5290,DC2_PROJ,K2,8/28/2023,17:34.7,,2460185.232,222.3,153.7,173.7,222.3,,1,11.1,1.3,,,ada,ired,,,,&Miyaz_7
5291,DC1_PROJ,L1,8/28/2023,17:34.7,,2460185.232,251.5,182.9,202.9,251.5,,1,11.1,5.8,,,ada,ired,,,,&Miyaz_7
5292,DC2_PROJ,L1,8/28/2023,17:34.7,,2460185.232,256.2,187.6,207.5,256.2,,1,11.1,6,,,ada,ired,,,,&Miyaz_7
5293,DC1_PROJ,L1,8/28/2023,17:34.7,,2460185.232,205.6,137,156.9,205.6,,1,11.1,7.5,,,ada,ired,,,,&Miyaz_7
5294,DC1_PROJ,L1,8/28/2023,17:34.7,,2460185.232,271,202.4,222.4,271,,1,11.1,7.9,,,ada,ired,,,,&Miyaz_7
5295,DC2_PROJ,L1,8/28/2023,17:34.7,,2460185.232,223.3,154.7,174.7,223.3,,1,11.1,8,,,ada,ired,,,,&Miyaz_7
5296,DC3_PROJ,L2,8/28/2023,17:34.7,,2460185.232,214.3,145.7,165.7,214.3,,1,11.1,9.5,,,ada,ired,,,,&Miyaz_7
5297,DC2_PROJ,L1,8/28/2023,18:38.6,,2460185.277,326.8,257.9,277.9,326.8,,1,11.1,7.1,,,ada,ired,,,,&Miyaz_7
5298,DC1_PROJ,L2,8/28/2023,18:38.6,,2460185.277,303.2,234.3,254.3,303.2,,1,11.1,8.1,,,ada,ired,,,,&Miyaz_7
5299,DC2_PROJ,L1,8/28/2023,20:33.0,,2460185.356,23.9,314.4,334.4,23.9,,1,11.1,6.2,,,ada,ired,,,,&Miyaz_7
5300,DC3_PROJ,L1,8/29/2023,16:58.4,,2460186.207,342.7,266.6,286.8,342.7,,1,11,7.8,,,ada,colo,,,,&Miyaz_7
5301,DC2_PROJ,L2,8/29/2023,16:58.4,,2460186.207,325.5,249.5,269.7,325.5,,1,11,8.1,,,ada,colo,,,,&Miyaz_7
5302,DC1_PROJ,L1,8/29/2023,17:45.3,,2460186.24,61.6,345.3,5.5,61.6,,1,11,6.6,,,ada,colo,,,,&Miyaz_7
5303,DC1_PROJ,L1,8/29/2023,17:45.3,,2460186.24,23.4,307.2,327.4,23.4,,1,11,7,,,ada,colo,,,,&Miyaz_7
5304,DC1_PROJ,L1,8/29/2023,17:45.3,,2460186.24,74.6,358.4,18.6,74.6,,1,11,7.3,,,ada,colo,,,,&Miyaz_7
5305,DC3_PROJ,L2,8/29/2023,17:45.3,,2460186.24,34.2,317.9,338.2,34.2,,1,11,8.2,,,ada,colo,,,,&Miyaz_7
5306,DC3_PROJ,L2,8/29/2023,17:45.3,,2460186.24,29.6,313.4,333.6,29.6,,1,11,8.4,,,ada,colo,,,,&Miyaz_7
5307,DC2_PROJ,L2,8/29/2023,17:45.3,,2460186.24,64.2,347.9,8.1,64.2,,1,11,8.9,,,ada,colo,,,,&Miyaz_7
5308,DC3_PROJ,L1,8/29/2023,18:58.4,,2460186.291,84.7,8,28.2,84.7,,1,11,6,,,ada,colo,,,,&Miyaz_7
5309,DC3_PROJ,L1,8/29/2023,18:58.4,,2460186.291,89.5,12.8,33.1,89.5,,1,11,6.6,,,ada,colo,,,,&Miyaz_7
5310,DC2_PROJ,L1,8/29/2023,18:58.4,,2460186.291,125.6,48.9,69.2,125.6,,1,11,7.1,,,ada,colo,,,,&Miyaz_7
5311,DC2_PROJ,L1,8/29/2023,18:58.4,,2460186.291,104.7,28,48.3,104.7,,1,11,7.3,,,ada,colo,,,,&Miyaz_7
5312,DC2_PROJ,L1,8/29/2023,19:49.0,,2460186.326,149.9,72.9,93.2,149.9,,1,11,7,,,ada,colo,,,,&Miyaz_7
5313,DC2_PROJ,L2,8/29/2023,19:49.0,,2460186.326,163.1,86.2,106.5,163.1,,1,11,8.1,,,ada,colo,,,,&Miyaz_7
5314,DC2_PROJ,L2,8/29/2023,20:53.4,,2460186.37,166.3,89,109.2,166.3,,1,11,9.1,,,ada,colo,,,,&Miyaz_7
5315,DC1_PROJ,L2,8/29/2023,20:53.4,,2460186.37,169.5,92.2,112.4,169.5,,1,11,9.3,,,ada,colo,,,,&Miyaz_7
5316,DC2_PROJ,L2,8/30/2023,17:48.6,,2460187.242,160.4,76.5,97,160.4,,1,10.9,8.4,,,ada,colo,,,,&Miyaz_7
5317,DC1_PROJ,L2,8/30/2023,17:48.6,,2460187.242,175.2,91.2,111.7,175.2,,1,10.9,9.4,,,ada,colo,,,,&Miyaz_7
5318,DC2_PROJ,L2,8/30/2023,17:48.6,,2460187.242,169.8,85.9,106.3,169.8,,1,10.9,9.6,,,ada,colo,,,,&Miyaz_7
5319,DC3_PROJ,L1,8/30/2023,18:45.0,,2460187.281,207.4,123.2,143.7,207.4,,1,10.9,6.4,,,ada,colo,,,,&Miyaz_7
5320,DC2_PROJ,L1,8/30/2023,18:45.0,,2460187.281,250.9,166.7,187.2,250.9,,1,10.9,6.4,,,ada,colo,,,,&Miyaz_7
5321,DC2_PROJ,L1,8/30/2023,18:45.0,,2460187.281,227.3,143.1,163.5,227.3,,1,10.9,7.2,,,ada,colo,,,,&Miyaz_7
5322,DC3_PROJ,L1,8/30/2023,18:45.0,,2460187.281,282.3,198.1,218.6,282.3,,1,10.9,7.4,,,ada,colo,,,,&Miyaz_7
5323,DC3_PROJ,L1,8/30/2023,18:45.0,,2460187.281,203.3,119.1,139.6,203.3,,1,10.9,7.6,,,ada,colo,,,,&Miyaz_7
5324,DC2_PROJ,L1,8/30/2023,18:45.0,,2460187.281,271.4,187.2,207.6,271.4,,1,10.9,7.6,,,ada,colo,,,,&Miyaz_7
5325,DC2_PROJ,L1,8/30/2023,18:45.0,,2460187.281,234,149.8,170.3,234,,1,10.9,7.9,,,ada,colo,,,,&Miyaz_7
5326,DC3_PROJ,L1,8/30/2023,20:51.4,,2460187.369,321.8,236.9,257.4,321.8,,1,10.9,6.3,,,ada,colo,,,,&Miyaz_7
5327,DC1_PROJ,L1,8/30/2023,20:51.4,,2460187.369,324.9,240,260.5,324.9,,1,10.9,6.9,,,ada,colo,,,,&Miyaz_7
5328,DC1_PROJ,L1,8/30/2023,20:51.4,,2460187.369,305.6,220.8,241.3,305.6,,1,10.9,7.4,,,ada,colo,,,,&Miyaz_7
5329,DC2_PROJ,L1,9/1/2023,17:36.3,,2460189.234,102.7,3.6,24.6,102.7,,1,10.8,5.1,,,ada,colo,,,,&Miyaz_7
5330,DC1_PROJ,L1,9/1/2023,17:36.3,,2460189.234,122.5,23.4,44.4,122.5,,1,10.8,6.6,,,ada,colo,,,,&Miyaz_7
5331,DC3_PROJ,L1,9/1/2023,17:36.3,,2460189.234,131.7,32.6,53.6,131.7,,1,10.8,7.6,,,ada,colo,,,,&Miyaz_7
5332,DC3_PROJ,L1,9/1/2023,17:36.3,,2460189.234,109.2,10.1,31.1,109.2,,1,10.8,7.7,,,ada,colo,,,,&Miyaz_7
5333,DC1_PROJ,L1,9/1/2023,17:36.3,,2460189.234,147.6,48.5,69.5,147.6,,1,10.8,7.9,,,ada,colo,,,,&Miyaz_7
5334,DC1_PROJ,L2,9/1/2023,17:36.3,,2460189.234,157.9,58.8,79.8,157.9,,1,10.8,8.6,,,ada,colo,,,,&Miyaz_7
5335,DC2_PROJ,L1,9/1/2023,18:12.4,,2460189.259,209.6,110.3,131.3,209.6,,1,10.8,5.7,,,ada,ired,,,,&Miyaz_7
5336,DC2_PROJ,L1,9/1/2023,18:12.4,,2460189.259,211.7,112.4,133.4,211.7,,1,10.8,6.7,,,ada,ired,,,,&Miyaz_7
5337,DC2_PROJ,L1,9/2/2023,17:18.3,,2460190.221,328.6,222,243.3,328.6,,1,10.7,5.7,,,ada,colo,,,,&Miyaz_7
5338,DC1_PROJ,L1,9/2/2023,17:18.3,,2460190.221,271.1,164.5,185.8,271.1,,1,10.7,6.8,,,ada,colo,,,,&Miyaz_7
5339,DC3_PROJ,L1,9/2/2023,17:18.3,,2460190.221,255.3,148.7,169.9,255.3,,1,10.7,7.4,,,ada,colo,,,,&Miyaz_7
5340,DC3_PROJ,L1,9/2/2023,17:18.3,,2460190.221,333.9,227.3,248.5,333.9,,1,10.7,7.5,,,ada,colo,,,,&Miyaz_7
5341,DC1_PROJ,L1,9/2/2023,17:18.3,,2460190.221,303.4,196.7,218,303.4,,1,10.7,7.9,,,ada,colo,,,,&Miyaz_7
5342,DC2_PROJ,L2,9/2/2023,17:18.3,,2460190.221,243,136.3,157.6,243,,1,10.7,9.7,,,ada,colo,,,,&Miyaz_7
5343,DC3_PROJ,L1,9/2/2023,19:00.8,,2460190.292,11.1,263.9,285.2,11.1,,1,10.7,5.5,,,ada,colo,,,,&Miyaz_7
5344,DC1_PROJ,L1,9/2/2023,19:00.8,,2460190.292,22.8,275.6,296.9,22.8,,1,10.7,6.6,,,ada,colo,,,,&Miyaz_7
5345,DC2_PROJ,L1,9/2/2023,21:04.0,,2460190.378,72,324.1,345.4,72,,1,10.7,6.5,,,ada,colo,,,,&Miyaz_7
5346,DC1_PROJ,L1,9/2/2023,21:04.0,,2460190.378,95.2,347.4,8.7,95.2,,1,10.7,6.6,,,ada,colo,,,,&Miyaz_7
5347,DC2_PROJ,L1,9/2/2023,21:04.0,,2460190.378,121.2,13.4,34.7,121.2,,1,10.7,6.8,,,ada,colo,,,,&Miyaz_7
5348,DC3_PROJ,L1,9/2/2023,21:04.0,,2460190.378,74.2,326.3,347.6,74.2,,1,10.7,7.2,,,ada,colo,,,,&Miyaz_7
5349,DC3_PROJ,L1,9/2/2023,21:04.0,,2460190.378,110,2.1,23.4,110,,1,10.7,7.5,,,ada,colo,,,,&Miyaz_7
5350,DC2_PROJ,L2,9/2/2023,21:04.0,,2460190.378,55.2,307.3,328.6,55.2,,1,10.7,8.6,,,ada,colo,,,,&Miyaz_7
5351,DC1_PROJ,L1,9/3/2023,16:32.5,,2460191.189,22.8,268.8,290.3,22.8,,1,10.6,7.3,,,ada,colo,,,,&Miyaz_7
5352,DC1_PROJ,L1,9/3/2023,16:32.5,,2460191.189,94,340,1.5,94,,1,10.6,7.4,,,ada,colo,,,,&Miyaz_7
5353,DC3_PROJ,L2,9/3/2023,16:32.5,,2460191.189,35.8,281.7,303.2,35.8,,1,10.6,8.5,,,ada,colo,,,,&Miyaz_7
5354,DC1_PROJ,L2,9/3/2023,16:32.5,,2460191.189,81.5,327.4,349,81.5,,1,10.6,8.6,,,ada,colo,,,,&Miyaz_7
5355,DC1_PROJ,L2,9/3/2023,16:32.5,,2460191.189,54.2,300.1,321.7,54.2,,1,10.6,8.7,,,ada,colo,,,,&Miyaz_7
5356,DC1_PROJ,L1,9/3/2023,18:54.2,,2460191.288,146.9,32.1,53.7,146.9,,1,10.6,7.4,,,ada,colo,,,,&Miyaz_7
5357,DC3_PROJ,L1,9/3/2023,18:54.2,,2460191.288,131,16.3,37.8,131,,1,10.6,7.7,,,ada,colo,,,,&Miyaz_7
5358,DC1_PROJ,L1,9/3/2023,18:54.2,,2460191.288,119.6,4.8,26.4,119.6,,1,10.6,8,,,ada,colo,,,,&Miyaz_7
5359,DC3_PROJ,L2,9/3/2023,18:54.2,,2460191.288,126,11.2,32.8,126,,1,10.6,8.3,,,ada,colo,,,,&Miyaz_7
5360,DC2_PROJ,L2,9/3/2023,18:54.2,,2460191.288,156.7,41.9,63.5,156.7,,1,10.6,8.3,,,ada,colo,,,,&Miyaz_7
5361,DC2_PROJ,L2,9/3/2023,18:54.2,,2460191.288,178.7,63.9,85.5,178.7,,1,10.6,8.5,,,ada,colo,,,,&Miyaz_7
5362,DC3_PROJ,L2,9/3/2023,18:54.2,,2460191.288,137.5,22.7,44.3,137.5,,1,10.6,8.7,,,ada,colo,,,,&Miyaz_7
5363,DC3_PROJ,L2,9/3/2023,18:54.2,,2460191.288,170.5,55.7,77.3,170.5,,1,10.6,9,,,ada,colo,,,,&Miyaz_7
5364,DC2_PROJ,L1,9/3/2023,21:05.0,,2460191.378,208.4,92.9,114.5,208.4,,1,10.6,5.9,,,ada,colo,,,,&Miyaz_7
5365,DC2_PROJ,L1,9/3/2023,21:05.0,,2460191.378,270.2,154.7,176.3,270.2,,1,10.6,6.6,,,ada,colo,,,,&Miyaz_7
5366,DC1_PROJ,L1,9/3/2023,21:05.0,,2460191.378,249.8,134.4,155.9,249.8,,1,10.6,7.1,,,ada,colo,,,,&Miyaz_7
5367,DC1_PROJ,L1,9/3/2023,21:05.0,,2460191.378,227.7,112.2,133.8,227.7,,1,10.6,7.3,,,ada,colo,,,,&Miyaz_7
5368,DC3_PROJ,L2,9/3/2023,21:05.0,,2460191.378,186.6,71.1,92.7,186.6,,1,10.6,8.2,,,ada,colo,,,,&Miyaz_7
5369,DC2_PROJ,L2,9/3/2023,21:05.0,,2460191.378,238.5,123,144.6,238.5,,1,10.6,8.8,,,ada,colo,,,,&Miyaz_7
5370,DC1_PROJ,L2,9/3/2023,21:05.0,,2460191.378,202.3,86.8,108.4,202.3,,1,10.6,9,,,ada,colo,,,,&Miyaz_7
5371,DC2_PROJ,L1,9/4/2023,17:25.0,,2460192.226,249.1,127.2,149,249.1,,1,10.5,6.6,,,ada,colo,,,,&Miyaz_7
5372,DC2_PROJ,L1,9/4/2023,17:25.0,,2460192.226,271,149.1,170.9,271,,1,10.5,6.6,,,ada,colo,,,,&Miyaz_7
5373,DC1_PROJ,L1,9/4/2023,17:25.0,,2460192.226,227.4,105.5,127.3,227.4,,1,10.5,6.7,,,ada,colo,,,,&Miyaz_7
5374,DC2_PROJ,L1,9/4/2023,17:25.0,,2460192.226,303.5,181.5,203.3,303.5,,1,10.5,8,,,ada,colo,,,,&Miyaz_7
5375,DC3_PROJ,L2,9/4/2023,17:25.0,,2460192.226,282.6,160.7,182.5,282.6,,1,10.5,8.1,,,ada,colo,,,,&Miyaz_7
5376,DC2_PROJ,L2,9/4/2023,17:25.0,,2460192.226,238.3,116.4,138.2,238.3,,1,10.5,8.6,,,ada,colo,,,,&Miyaz_7
5377,DC3_PROJ,L2,9/4/2023,17:25.0,,2460192.226,279.8,157.9,179.7,279.8,,1,10.5,8.8,,,ada,colo,,,,&Miyaz_7
5378,DC2_PROJ,L1,9/4/2023,19:30.0,,2460192.313,8.9,246.3,268.2,8.9,,1,10.5,6,,,ada,colo,,,,&Miyaz_7
5379,DC2_PROJ,L1,9/4/2023,19:30.0,,2460192.313,22.2,259.6,281.4,22.2,,1,10.5,7.2,,,ada,colo,,,,&Miyaz_7
5380,DC3_PROJ,L1,9/4/2023,19:30.0,,2460192.313,315.7,193.1,214.9,315.7,,1,10.5,7.7,,,ada,colo,,,,&Miyaz_7
5381,DC3_PROJ,L1,9/4/2023,19:30.0,,2460192.313,337.6,215,236.9,337.6,,1,10.5,7.7,,,ada,colo,,,,&Miyaz_7
5382,DC3_PROJ,L2,9/4/2023,19:30.0,,2460192.313,332,209.4,231.2,332,,1,10.5,8.2,,,ada,colo,,,,&Miyaz_7
5383,DC3_PROJ,L2,9/4/2023,19:30.0,,2460192.313,335,212.4,234.2,335,,1,10.5,8.2,,,ada,colo,,,,&Miyaz_7
5384,DC3_PROJ,L2,9/4/2023,19:30.0,,2460192.313,329.3,206.7,228.5,329.3,,1,10.5,8.3,,,ada,colo,,,,&Miyaz_7
5385,DC3_PROJ,L2,9/4/2023,19:30.0,,2460192.313,22.9,260.3,282.1,22.9,,1,10.5,8.8,,,ada,colo,,,,&Miyaz_7
5386,DC2_PROJ,L1,9/4/2023,21:04.0,,2460192.378,64,300.9,322.7,64,,1,10.5,5,,,ada,colo,,,,&Miyaz_7
5387,DC2_PROJ,L1,9/4/2023,21:04.0,,2460192.378,70.6,307.5,329.3,70.6,,1,10.5,6.2,,,ada,colo,,,,&Miyaz_7
5388,DC1_PROJ,L2,9/4/2023,21:04.0,,2460192.378,52.5,289.4,311.2,52.5,,1,10.5,8.5,,,ada,colo,,,,&Miyaz_7
5389,DC3_PROJ,L1,9/5/2023,17:20.0,,2460193.222,59.5,290,312.1,59.5,,1,10.4,4.9,,,ada,colo,,,,&Miyaz_7
5390,DC3_PROJ,L1,9/5/2023,17:20.0,,2460193.222,8.2,238.7,260.8,8.2,,1,10.4,5.9,,,ada,colo,,,,&Miyaz_7
5391,DC2_PROJ,L1,9/5/2023,17:20.0,,2460193.222,21.8,252.2,274.3,21.8,,1,10.4,7.7,,,ada,colo,,,,&Miyaz_7
5392,DC3_PROJ,L1,9/5/2023,17:20.0,,2460193.222,35,265.4,287.5,35,,1,10.4,7.9,,,ada,colo,,,,&Miyaz_7
5393,DC1_PROJ,L2,9/5/2023,17:20.0,,2460193.222,51.6,282.1,304.1,51.6,,1,10.4,9.1,,,ada,colo,,,,&Miyaz_7
5394,DC3_PROJ,L2,9/5/2023,17:20.0,,2460193.222,57.5,287.9,310,57.5,,1,10.4,9.2,,,ada,colo,,,,&Miyaz_7
5395,DC1_PROJ,L1,9/5/2023,19:23.9,,2460193.308,98.9,328.7,350.8,98.9,,1,10.4,6.1,,,ada,ired,,,,&Miyaz_7
5396,DC1_PROJ,L1,9/5/2023,19:23.9,,2460193.308,118.9,348.7,10.8,118.9,,1,10.4,8,,,ada,ired,,,,&Miyaz_7
5397,DC2_PROJ,L1,9/5/2023,21:05.5,,2460193.379,174,43.3,65.4,174,,1,10.4,5.3,,,ada,colo,,,,&Miyaz_7
5398,DC2_PROJ,L1,9/5/2023,21:05.5,,2460193.379,229.1,98.3,120.4,229.1,,1,10.4,5.7,,,ada,colo,,,,&Miyaz_7
5399,DC2_PROJ,L1,9/5/2023,21:05.5,,2460193.379,208.6,77.8,99.9,208.6,,1,10.4,6,,,ada,colo,,,,&Miyaz_7
5400,DC2_PROJ,L1,9/5/2023,21:05.5,,2460193.379,214.1,83.4,105.5,214.1,,1,10.4,8,,,ada,colo,,,,&Miyaz_7
5401,DC2_PROJ,L2,9/5/2023,21:05.5,,2460193.379,155.7,24.9,47,155.7,,1,10.4,8.1,,,ada,colo,,,,&Miyaz_7
5402,DC1_PROJ,L2,9/5/2023,21:05.5,,2460193.379,163.8,33.1,55.2,163.8,,1,10.4,8.4,,,ada,colo,,,,&Miyaz_7
5403,DC2_PROJ,L2,9/5/2023,21:05.5,,2460193.379,169.2,38.5,60.6,169.2,,1,10.4,8.7,,,ada,colo,,,,&Miyaz_7
5404,DC3_PROJ,L2,9/5/2023,21:05.5,,2460193.379,176.5,45.7,67.8,176.5,,1,10.4,9.2,,,ada,colo,,,,&Miyaz_7
5405,DC3_PROJ,L2,9/5/2023,21:05.5,,2460193.379,173.5,42.7,64.8,173.5,,1,10.4,9.6,,,ada,colo,,,,&Miyaz_7
5406,DC2_PROJ,L1,9/6/2023,16:25.0,,2460194.184,208.7,71.8,94.1,208.7,,1,10.3,5.4,,,ada,colo,,,,&Miyaz_7
5407,DC1_PROJ,L1,9/6/2023,16:25.0,,2460194.184,172.6,35.7,58,172.6,,1,10.3,5.6,,,ada,colo,,,,&Miyaz_7
5408,DC2_PROJ,L2,9/6/2023,16:25.0,,2460194.184,168,31.1,53.4,168,,1,10.3,9.5,,,ada,colo,,,,&Miyaz_7
5409,DC2_PROJ,L1,9/6/2023,18:28.1,,2460194.27,229.1,91.6,113.9,229.1,,1,10.3,6,,,ada,colo,,,,&Miyaz_7
5410,DC1_PROJ,L1,9/6/2023,18:28.1,,2460194.27,249.5,112,134.3,249.5,,1,10.3,6.2,,,ada,colo,,,,&Miyaz_7
5411,DC2_PROJ,L1,9/6/2023,18:28.1,,2460194.27,271.6,134.1,156.4,271.6,,1,10.3,6.6,,,ada,colo,,,,&Miyaz_7
5412,DC2_PROJ,L1,9/6/2023,18:28.1,,2460194.27,277.1,139.6,162,277.1,,1,10.3,7.7,,,ada,colo,,,,&Miyaz_7
5413,DC3_PROJ,L1,9/6/2023,18:28.1,,2460194.27,303.5,165.9,188.3,303.5,,1,10.3,7.7,,,ada,colo,,,,&Miyaz_7
5414,DC3_PROJ,L2,9/6/2023,18:28.1,,2460194.27,238.6,101.1,123.4,238.6,,1,10.3,8.6,,,ada,colo,,,,&Miyaz_7
5415,DC2_PROJ,L2,9/6/2023,18:28.1,,2460194.27,235.7,98.2,120.5,235.7,,1,10.3,8.9,,,ada,colo,,,,&Miyaz_7
5416,DC1_PROJ,L1,9/8/2023,16:33.7,,2460196.19,172.3,20.1,42.9,172.3,,1,10.1,5.8,,,ada,colo,,,,&Miyaz_7
5417,DC3_PROJ,L1,9/8/2023,16:33.7,,2460196.19,135.9,343.8,6.6,135.9,,1,10.1,7,,,ada,colo,,,,&Miyaz_7
5418,DC2_PROJ,L1,9/8/2023,16:33.7,,2460196.19,144.7,352.5,15.3,144.7,,1,10.1,7.1,,,ada,colo,,,,&Miyaz_7
5419,DC2_PROJ,L1,9/8/2023,16:33.7,,2460196.19,151.7,359.5,22.4,151.7,,1,10.1,7.7,,,ada,colo,,,,&Miyaz_7
5420,DC1_PROJ,L1,9/8/2023,16:33.7,,2460196.19,118.5,326.3,349.1,118.5,,1,10.1,7.9,,,ada,colo,,,,&Miyaz_7
5421,DC3_PROJ,L2,9/8/2023,16:33.7,,2460196.19,176.2,24,46.9,176.2,,1,10.1,8.5,,,ada,colo,,,,&Miyaz_7
5422,DC1_PROJ,L2,9/8/2023,16:33.7,,2460196.19,99.8,307.6,330.5,99.8,,1,10.1,8.9,,,ada,colo,,,,&Miyaz_7
5423,DC3_PROJ,L2,9/8/2023,16:33.7,,2460196.19,123.3,331.1,354,123.3,,1,10.1,8.9,,,ada,colo,,,,&Miyaz_7
5424,DC1_PROJ,L1,9/8/2023,19:01.2,,2460196.293,229.1,76.1,99,229.1,,1,10.1,6.4,,,ada,colo,,,,&Miyaz_7
5425,DC3_PROJ,L1,9/8/2023,19:01.2,,2460196.293,245,92,114.9,245,,1,10.1,6.5,,,ada,colo,,,,&Miyaz_7
5426,DC2_PROJ,L1,9/8/2023,19:01.2,,2460196.293,260.6,107.6,130.5,260.6,,1,10.1,7.3,,,ada,colo,,,,&Miyaz_7
5427,DC1_PROJ,L1,9/8/2023,19:01.2,,2460196.293,204.4,51.5,74.3,204.4,,1,10.1,7.8,,,ada,colo,,,,&Miyaz_7
5428,DC2_PROJ,L1,9/8/2023,20:54.7,,2460196.371,276.5,122.9,145.8,276.5,,1,10.1,5.9,,,ada,colo,,,,&Miyaz_7
