"REC_NO","OBJECT","REGION","DATE","UT","ERR_UT","JD","LONG_1","LONG_2","LONG_3","LONG_SYST","ERR_LONG","SYSTEM","PHASE","LAT","ERR_LAT","INFO","MEAS","CHANNEL","INSTR","MAGN","ORIE","OBSERVER"
7371,"DC1_PROJ","L1","2023/10/21","15:19.0",,2460239.13819,36.7,276.8,311.0,36.7,,1,+2.8,+7.3,,"","ada","colo","",,"","&Miyaz_8"
7372,"DC1_PROJ","L1","2023/10/21","15:19.0",,2460239.13819,79.6,319.7,354.0,79.6,,1,+2.8,+7.5,,"","ada","colo","",,"","&Miyaz_8"
7373,"DC2_SPOT","L1","2023/10/21","15:19.0",,2460239.13819,70.3,310.4,344.7,70.3,,1,+2.8,+7.6,,"","ada","colo","",,"","&Miyaz_8"
7374,"DC2_PROJ","L1","2023/10/21","15:19.0",,2460239.13819,7.1,247.2,281.5,7.1,,1,+2.8,+7.8,,"","ada","colo","",,"","&Miyaz_8"
7375,"DC1_PROJ","L2","2023/10/21","15:19.0",,2460239.13819,59.3,299.4,333.7,59.3,,1,+2.8,+8.2,,"","ada","colo","",,"","&Miyaz_8"
7376,"DC2_SPOT","L2","2023/10/21","15:19.0",,2460239.13819,72.7,312.7,347.0,72.7,,1,+2.8,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7377,"DC3_PROJ","L2","2023/10/21","15:19.0",,2460239.13819,83.1,323.2,357.5,83.1,,1,+2.8,+8.8,,"","ada","colo","",,"","&Miyaz_8"
7378,"DC1_PROJ","L1","2023/10/21","15:19.0",,2460239.13819,356.9,237.0,271.3,356.9,,1,+2.8,+6.7,,"","ada","colo","",,"","&Miyaz_8"
7379,"DC2_PROJ","L1","2023/10/21","17:17.9",,2460239.22076,104.4,343.8,18.2,104.4,,1,+2.8,+7.9,,"","ada","colo","",,"","&Miyaz_8"
7380,"DC2_SPOT","L2","2023/10/21","17:17.9",,2460239.22076,146.9,26.4,60.7,146.9,,1,+2.8,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7381,"DC2_BAR","L1","2023/10/21","17:17.9",,2460239.22076,91.6,331.1,5.4,91.6,,1,+2.8,+8.0,,"","ada","colo","",,"","&Miyaz_8"
7382,"DC1_BAR","L1","2023/10/21","18:29.5",,2460239.27049,172.9,52.0,86.3,172.9,,1,+2.8,+7.0,,"","ada","colo","",,"","&Miyaz_8"
7383,"DC2_PROJ","L1","2023/10/21","18:29.5",,2460239.27049,195.3,74.4,108.7,195.3,,1,+2.8,+6.1,,"","ada","colo","",,"","&Miyaz_8"
7384,"DC3_PROJ","L1","2023/10/22","16:36.5",,2460240.19201,238.4,110.4,145.0,238.4,,1,+2.6,+6.6,,"","ada","ired","",,"","&Miyaz_8"
7385,"DC2_PROJ","L1","2023/10/22","16:36.5",,2460240.19201,245.4,117.5,152.0,245.4,,1,+2.6,+7.4,,"","ada","ired","",,"","&Miyaz_8"
7386,"DC2_SPOT","L2","2023/10/22","16:36.5",,2460240.19201,263.0,135.1,169.7,263.0,,1,+2.6,+8.1,,"","ada","ired","",,"","&Miyaz_8"
7387,"DC2_SPOT","L2","2023/10/22","21:44.0",,2460240.40556,93.6,324.0,358.7,93.6,,1,+2.5,+8.6,,"","ada","colo","",,"","&Mancini"
7388,"DC2_PROJ","L2","2023/10/22","21:44.0",,2460240.40556,58.2,288.6,323.2,58.2,,1,+2.5,+8.1,,"","ada","colo","",,"","&Mancini"
7389,"DC1_PROJ","L1","2023/10/22","21:44.0",,2460240.40556,78.1,308.5,343.1,78.1,,1,+2.5,+7.7,,"","ada","colo","",,"","&Mancini"
7390,"DC2_PROJ","L1","2023/10/22","21:44.0",,2460240.40556,105.1,335.5,10.1,105.1,,1,+2.5,+7.1,,"","ada","colo","",,"","&Mancini"
7391,"DC2_PROJ","L1","2023/10/22","21:44.0",,2460240.40556,36.4,266.8,301.4,36.4,,1,+2.5,+7.1,,"","ada","colo","",,"","&Mancini"
7392,"DC1_SPOT","L1","2023/10/23","14:11.2",,2460241.09111,354.6,219.8,254.6,354.6,,1,+2.4,+7.8,,"","ada","ired","",,"","&Akuts_2"
7393,"DC1_SPOT","L1","2023/10/23","14:11.2",,2460241.09111,297.6,162.8,197.6,297.6,,1,+2.4,+8.0,,"","ada","ired","",,"","&Akuts_2"
7394,"DC1_SPOT","L2","2023/10/23","14:11.2",,2460241.09111,284.3,149.5,184.3,284.3,,1,+2.4,+8.4,,"","ada","ired","",,"","&Akuts_2"
7395,"DC2_PROJ","L1","2023/10/25","12:01.5",,2460243.00104,174.3,25.0,60.3,174.3,,1,+2.0,+6.5,,"","ada","colo","",,"","&Miyaz_8"
7396,"DC1_PROJ","L1","2023/10/25","13:02.4",,2460243.04333,243.5,93.8,129.1,243.5,,1,+2.0,+6.7,,"","ada","colo","",,"","&Miyaz_8"
7397,"DC2_PROJ","L1","2023/10/25","13:02.4",,2460243.04333,195.6,45.9,81.2,195.6,,1,+2.0,+6.8,,"","ada","colo","",,"","&Miyaz_8"
7398,"DC3_PROJ","L2","2023/10/25","13:02.4",,2460243.04333,253.3,103.6,139.0,253.3,,1,+2.0,+8.2,,"","ada","colo","",,"","&Miyaz_8"
7399,"DC3_PROJ","L2","2023/10/25","13:02.4",,2460243.04333,210.6,60.9,96.2,210.6,,1,+2.0,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7400,"DC1_SPOT","L1","2023/10/25","15:07.2",,2460243.13000,355.1,204.8,240.1,355.1,,1,+1.9,+7.3,,"","ada","colo","",,"","&Miyaz_8"
7401,"DC2_PROJ","L1","2023/10/25","15:07.2",,2460243.13000,329.1,178.8,214.1,329.1,,1,+1.9,+7.4,,"","ada","colo","",,"","&Miyaz_8"
7402,"DC3_PROJ","L1","2023/10/25","15:07.2",,2460243.13000,345.5,195.1,230.5,345.5,,1,+1.9,+7.6,,"","ada","colo","",,"","&Miyaz_8"
7403,"DC3_SPOT","L1","2023/10/25","15:07.2",,2460243.13000,339.6,189.3,224.6,339.6,,1,+1.9,+8.0,,"","ada","colo","",,"","&Miyaz_8"
7404,"DC2_PROJ","L2","2023/10/25","17:00.8",,2460243.20889,56.8,265.8,301.2,56.8,,1,+1.9,+8.4,,"","ada","colo","",,"","&Miyaz_8"
7405,"DC2_SPOT","L2","2023/10/25","17:00.8",,2460243.20889,48.5,257.6,292.9,48.5,,1,+1.9,+8.1,,"","ada","colo","",,"","&Miyaz_8"
7406,"DC3_PROJ","L1","2023/10/25","17:00.8",,2460243.20889,7.4,216.4,251.8,7.4,,1,+1.9,+7.4,,"","ada","colo","",,"","&Miyaz_8"
7407,"DC2_PROJ","L1","2023/10/25","17:00.8",,2460243.20889,39.1,248.2,283.5,39.1,,1,+1.9,+6.3,,"","ada","colo","",,"","&Miyaz_8"
7408,"DC2_PROJ","L1","2023/10/25","17:00.8",,2460243.20889,357.6,206.6,242.0,357.6,,1,+1.9,+6.3,,"","ada","colo","",,"","&Miyaz_8"
7409,"DC2_PROJ","L2","2023/10/26","14:16.6",,2460244.09486,56.3,258.6,294.2,56.3,,1,+1.7,+8.1,,"","ada","colo","",,"","&Akuts_2"
7410,"DC1_SPOT","L1","2023/10/26","14:16.6",,2460244.09486,96.3,298.6,334.2,96.3,,1,+1.7,+8.0,,"","ada","colo","",,"","&Akuts_2"
7411,"DC2_PROJ","L1","2023/10/26","14:16.6",,2460244.09486,121.2,323.5,359.1,121.2,,1,+1.7,+6.1,,"","ada","colo","",,"","&Akuts_2"
7412,"DC2_PROJ","L1","2023/10/26","14:16.6",,2460244.09486,38.7,241.0,276.6,38.7,,1,+1.7,+6.5,,"","ada","colo","",,"","&Akuts_2"
7413,"DC3_PROJ","L1","2023/10/26","14:16.6",,2460244.09486,108.7,311.0,346.6,108.7,,1,+1.7,+7.4,,"","ada","colo","",,"","&Akuts_2"
7414,"DC1_PROJ","L1","2023/10/26","14:16.6",,2460244.09486,80.7,283.0,318.6,80.7,,1,+1.7,+7.8,,"","ada","colo","",,"","&Akuts_2"
7415,"DC2_PROJ","L1","2023/10/26","16:24.1",,2460244.18340,138.8,340.4,16.1,138.8,,1,+1.7,+6.5,,"","ada","colo","",,"","&Miyaz_8"
7416,"DC3_PROJ","L2","2023/10/26","16:24.1",,2460244.18340,117.9,319.5,355.1,117.9,,1,+1.7,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7417,"DC2_PROJ","L1","2023/10/26","17:44.1",,2460244.23896,195.2,36.3,72.0,195.2,,1,+1.7,+6.3,,"","ada","colo","",,"","&Miyaz_8"
7418,"DC1_PROJ","L1","2023/10/26","17:44.1",,2460244.23896,172.0,13.2,48.8,172.0,,1,+1.7,+6.7,,"","ada","colo","",,"","&Miyaz_8"
7419,"DC2_PROJ","L1","2023/10/26","17:44.1",,2460244.23896,247.8,89.0,124.6,247.8,,1,+1.7,+6.3,,"","ada","colo","",,"","&Miyaz_8"
7420,"DC2_SPOT","L1","2023/10/26","18:16.0",,2460244.26111,260.4,101.4,137.1,260.4,,1,+1.7,+7.8,,"","ada","ired","",,"","&Miyaz_8"
7421,"DC1_PROJ","L1","2023/10/27","13:41.6",,2460245.07056,194.9,29.8,65.6,194.9,,1,+1.5,+6.6,,"","ada","colo","",,"","&Akuts_2"
7422,"DC2_PROJ","L2","2023/10/28","13:14.6",,2460246.05181,323.1,150.5,186.6,323.1,,1,+1.3,+8.2,,"","ada","colo","",,"","&Miyaz_8"
7423,"DC3_PROJ","L2","2023/10/28","13:14.6",,2460246.05181,336.9,164.3,200.4,336.9,,1,+1.3,+8.1,,"","ada","colo","",,"","&Miyaz_8"
7424,"DC3_PROJ","L2","2023/10/28","13:14.6",,2460246.05181,331.8,159.2,195.3,331.8,,1,+1.3,+8.1,,"","ada","colo","",,"","&Miyaz_8"
7425,"DC1_SPOT","L1","2023/10/28","13:14.6",,2460246.05181,340.5,167.9,204.0,340.5,,1,+1.3,+7.9,,"","ada","colo","",,"","&Miyaz_8"
7426,"DC3_PROJ","L1","2023/10/28","13:14.6",,2460246.05181,344.6,171.9,208.0,344.6,,1,+1.3,+7.7,,"","ada","colo","",,"","&Miyaz_8"
7427,"DC2_SPOT","L1","2023/10/28","13:14.6",,2460246.05181,4.9,192.2,228.3,4.9,,1,+1.3,+7.5,,"","ada","colo","",,"","&Miyaz_8"
7428,"DC2_PROJ","L1","2023/10/28","13:14.6",,2460246.05181,36.0,223.3,259.4,36.0,,1,+1.3,+7.4,,"","ada","colo","",,"","&Miyaz_8"
7429,"DC2_PROJ","L1","2023/10/28","13:14.6",,2460246.05181,18.5,205.8,241.9,18.5,,1,+1.3,+7.3,,"","ada","colo","",,"","&Miyaz_8"
7430,"DC2_PROJ","L1","2023/10/28","13:14.6",,2460246.05181,358.6,185.9,222.1,358.6,,1,+1.3,+7.3,,"","ada","colo","",,"","&Miyaz_8"
7431,"DC2_PROJ","L1","2023/10/28","15:16.5",,2460246.13646,58.1,244.8,280.9,58.1,,1,+1.3,+6.8,,"","ada","colo","",,"","&Miyaz_8"
7432,"DC3_SPOT","L1","2023/10/28","15:16.5",,2460246.13646,62.7,249.4,285.6,62.7,,1,+1.3,+6.3,,"","ada","colo","",,"","&Miyaz_8"
7433,"DC3_PROJ","L1","2023/10/28","15:16.5",,2460246.13646,47.2,233.9,270.0,47.2,,1,+1.3,+7.2,,"","ada","colo","",,"","&Miyaz_8"
7434,"DC2_PROJ","L2","2023/10/28","15:16.5",,2460246.13646,80.5,267.2,303.4,80.5,,1,+1.3,+8.8,,"","ada","colo","",,"","&Miyaz_8"
7435,"DC2_BAR","L2","2023/10/28","15:16.5",,2460246.13646,66.7,253.4,289.5,66.7,,1,+1.3,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7436,"DC3_PROJ","L1","2023/10/28","15:16.5",,2460246.13646,112.3,299.0,335.2,112.3,,1,+1.3,+7.9,,"","ada","colo","",,"","&Miyaz_8"
7437,"DC1_PROJ","L1","2023/10/28","15:16.5",,2460246.13646,98.4,285.1,321.2,98.4,,1,+1.3,+7.3,,"","ada","colo","",,"","&Miyaz_8"
7438,"DC3_PROJ","L1","2023/10/28","17:21.3",,2460246.22312,155.2,341.2,17.4,155.2,,1,+1.2,+7.7,,"","ada","colo","",,"","&Miyaz_8"
7439,"DC2_PROJ","L1","2023/10/28","17:21.3",,2460246.22312,171.0,357.1,33.3,171.0,,1,+1.2,+6.8,,"","ada","colo","",,"","&Miyaz_8"
7440,"DC1_BAR","L2","2023/10/28","17:21.3",,2460246.22312,153.1,339.1,15.3,153.1,,1,+1.2,+9.0,,"","ada","colo","",,"","&Miyaz_8"
7441,"DC1_PROJ","L1","2023/10/28","17:21.3",,2460246.22312,137.2,323.2,359.4,137.2,,1,+1.2,+7.5,,"","ada","colo","",,"","&Miyaz_8"
7442,"DC2_PROJ","L1","2023/10/28","17:21.3",,2460246.22312,194.7,20.8,56.9,194.7,,1,+1.2,+7.6,,"","ada","colo","",,"","&Miyaz_8"
7443,"DC3_PROJ","L2","2023/10/28","17:21.3",,2460246.22312,146.7,332.7,8.9,146.7,,1,+1.2,+9.0,,"","ada","colo","",,"","&Miyaz_8"
7444,"DC2_SPOT","L2","2023/10/28","17:21.3",,2460246.22312,142.2,328.2,4.4,142.2,,1,+1.2,+8.4,,"","ada","colo","",,"","&Miyaz_8"
7445,"DC3_PROJ","L2","2023/10/28","21:52.0",,2460246.41111,330.1,154.7,190.9,330.1,,1,+1.2,+8.2,,"","ada","ired","",,"","&Soldevi"
7446,"DC2_SPOT","L2","2023/10/28","21:52.0",,2460246.41111,340.0,164.6,200.8,340.0,,1,+1.2,+8.2,,"","ada","ired","",,"","&Soldevi"
7447,"DC2_PROJ","L2","2023/10/28","21:52.0",,2460246.41111,322.1,146.7,182.9,322.1,,1,+1.2,+8.4,,"","ada","ired","",,"","&Soldevi"
7448,"DC1_PROJ","L1","2023/10/29","14:43.0",,2460247.11319,195.8,15.0,51.4,195.8,,1,+1.0,+6.4,,"","ada","colo","",,"","&Miyaz_8"
7449,"DC1_PROJ","L2","2023/10/29","14:43.0",,2460247.11319,240.0,59.2,95.7,240.0,,1,+1.0,+8.1,,"","ada","colo","",,"","&Miyaz_8"
7450,"DC2_PROJ","L1","2023/10/29","14:43.0",,2460247.11319,169.8,349.1,25.5,169.8,,1,+1.0,+6.8,,"","ada","colo","",,"","&Miyaz_8"
7451,"DC3_BAR","L2","2023/10/29","16:50.0",,2460247.20139,270.3,88.9,125.3,270.3,,1,+1.0,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7452,"DC3_PROJ","L2","2023/10/29","16:50.0",,2460247.20139,330.4,149.0,185.4,330.4,,1,+1.0,+8.4,,"","ada","colo","",,"","&Miyaz_8"
7453,"DC2_SPOT","L2","2023/10/29","16:50.0",,2460247.20139,287.5,106.0,142.5,287.5,,1,+1.0,+8.8,,"","ada","colo","",,"","&Miyaz_8"
7454,"DC2_BAR","L2","2023/10/29","16:50.0",,2460247.20139,262.4,80.9,117.4,262.4,,1,+1.0,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7455,"DC2_PROJ","L1","2023/10/29","18:07.7",,2460247.25535,357.9,176.1,212.5,357.9,,1,+1.0,+7.2,,"","ada","colo","",,"","&Miyaz_8"
7456,"DC3_PROJ","L1","2023/10/29","18:07.7",,2460247.25535,343.7,161.8,198.3,343.7,,1,+1.0,+7.7,,"","ada","colo","",,"","&Miyaz_8"
7457,"DC2_SPOT","L2","2023/10/29","18:07.7",,2460247.25535,4.4,182.5,219.0,4.4,,1,+1.0,+8.1,,"","ada","colo","",,"","&Miyaz_8"
7458,"DC3_PROJ","L1","2023/10/29","18:07.7",,2460247.25535,17.4,195.6,232.0,17.4,,1,+1.0,+7.8,,"","ada","colo","",,"","&Miyaz_8"
7459,"DC2_PROJ","L1","2023/10/29","18:07.7",,2460247.25535,321.1,139.2,175.7,321.1,,1,+1.0,+7.7,,"","ada","colo","",,"","&Miyaz_8"
7460,"DC2_PROJ","L2","2023/10/29","19:34.8",,2460247.31583,53.8,231.5,267.9,53.8,,1,+1.0,+8.1,,"","ada","colo","",,"","&Dionisi"
7461,"DC2_PROJ","L2","2023/10/29","19:34.8",,2460247.31583,33.2,210.9,247.4,33.2,,1,+1.0,+8.9,,"","ada","colo","",,"","&Dionisi"
7462,"DC3_PROJ","L1","2023/10/29","19:34.8",,2460247.31583,3.8,181.5,217.9,3.8,,1,+1.0,+7.6,,"","ada","colo","",,"","&Dionisi"
7463,"DC2_PROJ","L1","2023/10/29","19:34.8",,2460247.31583,357.0,174.7,211.2,357.0,,1,+1.0,+7.1,,"","ada","colo","",,"","&Dionisi"
7464,"DC3_BAR","L2","2023/10/29","19:34.8",,2460247.31583,15.7,193.4,229.9,15.7,,1,+1.0,+8.3,,"","ada","colo","",,"","&Dionisi"
7465,"DC3_PROJ","L1","2023/10/29","22:43.0",,2460247.44653,136.7,313.4,349.9,136.7,,1,+1.0,+6.6,,"","ada","ired","",,"","&Soldevi"
7466,"DC3_PROJ","L2","2023/10/30","00:18.0",,2460247.51250,199.6,15.8,52.3,199.6,,1,+0.9,+8.6,,"","ada","colo","",,"","&Ferri"
7467,"DC2_PROJ","L1","2023/10/30","00:18.0",,2460247.51250,194.3,10.5,47.0,194.3,,1,+0.9,+6.6,,"","ada","colo","",,"","&Ferri"
7468,"DC1_PROJ","L1","2023/10/30","11:03.7",,2460247.96090,240.4,53.2,89.8,240.4,,1,+0.8,+7.9,,"","ada","colo","",,"","&Miyaz_8"
7469,"DC2_PROJ","L1","2023/10/30","11:03.7",,2460247.96090,194.6,7.4,44.0,194.6,,1,+0.8,+6.3,,"","ada","colo","",,"","&Miyaz_8"
7470,"DC2_BAR","L2","2023/10/30","11:13.8",,2460247.96792,262.1,74.8,111.5,262.1,,1,+0.8,+8.7,,"","ada","ired","",,"","&Miyaz_8"
7471,"DC1_PROJ","L1","2023/10/30","13:05.7",,2460248.04562,318.2,130.3,167.0,318.2,,1,+0.8,+7.9,,"","ada","ired","",,"","&Miyaz_8"
7472,"DC3_SPOT","L1","2023/10/30","13:05.7",,2460248.04562,274.6,86.8,123.4,274.6,,1,+0.8,+7.6,,"","ada","ired","",,"","&Miyaz_8"
7473,"DC2_SPOT","L1","2023/10/30","13:05.7",,2460248.04562,278.5,90.7,127.3,278.5,,1,+0.8,+7.7,,"","ada","ired","",,"","&Miyaz_8"
7474,"DC2_PROJ","L1","2023/10/30","13:05.7",,2460248.04562,288.2,100.4,137.0,288.2,,1,+0.8,+7.7,,"","ada","ired","",,"","&Miyaz_8"
7475,"DC2_BAR","L2","2023/10/30","13:05.7",,2460248.04562,283.5,95.7,132.3,283.5,,1,+0.8,+8.8,,"","ada","ired","",,"","&Miyaz_8"
7476,"DC1_SPOT","L2","2023/10/30","13:05.7",,2460248.04562,304.1,116.2,152.9,304.1,,1,+0.8,+8.3,,"","ada","ired","",,"","&Miyaz_8"
7477,"DC1_PROJ","L2","2023/10/30","13:05.7",,2460248.04562,343.1,155.2,191.8,343.1,,1,+0.8,+8.5,,"","ada","ired","",,"","&Miyaz_8"
7478,"DC2_PROJ","L2","2023/10/30","13:05.7",,2460248.04562,329.5,141.6,178.2,329.5,,1,+0.8,+8.5,,"","ada","ired","",,"","&Miyaz_8"
7479,"DC2_PROJ","L2","2023/10/30","15:03.5",,2460248.12743,54.0,225.5,262.2,54.0,,1,+0.8,+8.3,,"","ada","ired","",,"","&Miyaz_8"
7480,"DC1_PROJ","L2","2023/10/30","15:03.5",,2460248.12743,34.5,206.1,242.7,34.5,,1,+0.8,+8.5,,"","ada","ired","",,"","&Miyaz_8"
7481,"DC2_SPOT","L2","2023/10/30","15:03.5",,2460248.12743,47.3,218.8,255.5,47.3,,1,+0.8,+8.7,,"","ada","ired","",,"","&Miyaz_8"
7482,"DC2_PROJ","L2","2023/10/30","15:03.5",,2460248.12743,3.6,175.1,211.8,3.6,,1,+0.8,+8.2,,"","ada","ired","",,"","&Miyaz_8"
7483,"DC3_BAR","L2","2023/10/30","15:03.5",,2460248.12743,15.9,187.4,224.1,15.9,,1,+0.8,+8.2,,"","ada","ired","",,"","&Miyaz_8"
7484,"DC1_PROJ","L1","2023/10/30","15:03.5",,2460248.12743,357.7,169.2,205.9,357.7,,1,+0.8,+7.0,,"","ada","ired","",,"","&Miyaz_8"
7485,"DC3_PROJ","L1","2023/10/30","16:25.6",,2460248.18444,96.8,267.8,304.5,96.8,,1,+0.8,+7.8,,"","ada","ired","",,"","&Miyaz_8"
7486,"DC1_PROJ","L1","2023/10/31","12:29.7",,2460249.02063,85.1,249.8,286.7,85.1,,1,+0.6,+6.7,,"","ada","ired","",,"","&Miyaz_8"
7487,"DC2_PROJ","L1","2023/10/31","12:29.7",,2460249.02063,36.2,200.9,237.8,36.2,,1,+0.6,+7.2,,"","ada","ired","",,"","&Miyaz_8"
7488,"DC1_PROJ","L1","2023/10/31","12:29.7",,2460249.02063,53.9,218.6,255.5,53.9,,1,+0.6,+7.7,,"","ada","ired","",,"","&Miyaz_8"
7489,"DC1_SPOT","L2","2023/10/31","12:29.7",,2460249.02063,47.7,212.4,249.3,47.7,,1,+0.6,+8.9,,"","ada","ired","",,"","&Miyaz_8"
7490,"DC2_SPOT","L2","2023/10/31","13:23.1",,2460249.05771,91.6,256.0,292.9,91.6,,1,+0.6,+8.9,,"","ada","ired","",,"","&Miyaz_8"
7491,"DC1_SPOT","L2","2023/10/31","14:04.0",,2460249.08611,110.7,274.9,311.8,110.7,,1,+0.6,+8.6,,"","jac","colo","",,"","&Go_2"
7492,"DC2_SPOT","L1","2023/10/31","14:22.4",,2460249.09889,133.7,297.7,334.7,133.7,,1,+0.6,+6.1,,"","ada","ired","",,"","&Miyaz_8"
7493,"DC1_PROJ","L1","2023/10/31","14:22.4",,2460249.09889,136.3,300.4,337.4,136.3,,1,+0.6,+7.3,,"","ada","ired","",,"","&Miyaz_8"
7494,"DC2_SPOT","L1","2023/10/31","14:22.4",,2460249.09889,117.8,281.8,318.8,117.8,,1,+0.6,+6.4,,"","ada","ired","",,"","&Miyaz_8"
7495,"DC2_PROJ","L1","2023/10/31","16:36.2",,2460249.19181,247.5,50.9,87.9,247.5,,1,+0.6,+7.2,,"","ada","colo","",,"","&Olive_2"
7496,"DC2_PROJ","L1","2023/10/31","16:36.2",,2460249.19181,261.6,65.0,102.0,261.6,,1,+0.6,+8.0,,"","ada","colo","",,"","&Olive_2"
7497,"DC3_PROJ","L1","2023/10/31","16:36.2",,2460249.19181,199.3,2.7,39.6,199.3,,1,+0.6,+7.8,,"","ada","colo","",,"","&Olive_2"
7498,"DC3_PROJ","L1","2023/10/31","16:36.2",,2460249.19181,204.9,8.3,45.3,204.9,,1,+0.6,+7.3,,"","ada","colo","",,"","&Olive_2"
7499,"DC3_PROJ","L2","2023/10/31","16:36.2",,2460249.19181,250.3,53.7,90.7,250.3,,1,+0.6,+8.5,,"","ada","colo","",,"","&Olive_2"
7500,"DC2_PROJ","L1","2023/11/01","00:43.2",,2460249.53000,137.0,297.8,334.9,137.0,,1,+0.5,+6.9,,"","ada","ired","",,"","&Mariani"
7501,"DC3_PROJ","L1","2023/11/01","00:43.2",,2460249.53000,192.8,353.7,30.7,192.8,,1,+0.5,+6.9,,"","ada","ired","",,"","&Mariani"
7502,"DC2_BAR","L1","2023/11/01","00:43.2",,2460249.53000,134.5,295.3,332.4,134.5,,1,+0.5,+7.5,,"","ada","ired","",,"","&Mariani"
7503,"DC2_PROJ","L1","2023/11/01","13:10.7",,2460250.04910,262.0,58.8,96.0,262.0,,1,+0.4,+8.0,,"","ada","colo","",,"","&Akuts_2"
7504,"DC1_PROJ","L1","2023/11/01","13:10.7",,2460250.04910,242.8,39.7,76.8,242.8,,1,+0.4,+7.7,,"","ada","colo","",,"","&Akuts_2"
7505,"DC3_PROJ","L1","2023/11/01","13:10.7",,2460250.04910,278.8,75.7,112.9,278.8,,1,+0.4,+6.9,,"","ada","colo","",,"","&Akuts_2"
7506,"DC2_PROJ","L1","2023/11/01","13:53.0",,2460250.07847,275.3,71.9,109.1,275.3,,1,+0.4,+7.0,,"","jac","colo","",,"","&Go_2"
7507,"DC2_PROJ","L1","2023/11/01","13:53.0",,2460250.07847,308.3,104.9,142.1,308.3,,1,+0.4,+7.5,,"","jac","colo","",,"","&Go_2"
7508,"DC3_PROJ","L2","2023/11/01","15:56.3",,2460250.16410,327.6,123.5,160.7,327.6,,1,+0.3,+8.4,,"","ada","colo","",,"","&Olive_2"
7509,"DC2_SPOT","L1","2023/11/01","15:56.3",,2460250.16410,42.5,198.4,235.7,42.5,,1,+0.3,+8.0,,"","ada","colo","",,"","&Olive_2"
7510,"DC2_PROJ","L1","2023/11/01","15:56.3",,2460250.16410,322.8,118.7,155.9,322.8,,1,+0.3,+7.8,,"","ada","colo","",,"","&Olive_2"
7511,"DC3_PROJ","L1","2023/11/01","15:56.3",,2460250.16410,335.6,131.6,168.8,335.6,,1,+0.3,+7.3,,"","ada","colo","",,"","&Olive_2"
7512,"DC2_PROJ","L2","2023/11/01","15:56.3",,2460250.16410,51.4,207.4,244.6,51.4,,1,+0.3,+8.2,,"","ada","colo","",,"","&Olive_2"
7513,"DC3_PROJ","L1","2023/11/01","15:56.3",,2460250.16410,358.3,154.3,191.5,358.3,,1,+0.3,+6.8,,"","ada","colo","",,"","&Olive_2"
7514,"DC1_PROJ","L2","2023/11/02","11:32.0",,2460250.98056,34.7,184.4,221.8,34.7,,1,+0.2,+8.6,,"","ada","ired","",,"","&Miyaz_8"
7515,"DC1_PROJ","L2","2023/11/02","11:32.0",,2460250.98056,319.2,109.0,146.4,319.2,,1,+0.2,+8.1,,"","ada","ired","",,"","&Miyaz_8"
7516,"DC1_BAR","L1","2023/11/02","11:32.0",,2460250.98056,356.1,145.9,183.3,356.1,,1,+0.2,+7.7,,"","ada","ired","",,"","&Miyaz_8"
7517,"DC1_PROJ","L1","2023/11/02","13:11.0",,2460251.04931,118.0,267.2,304.6,118.0,,1,+0.1,+7.6,,"","jac","colo","",,"","&Go_2"
7518,"DC1_SPOT","L2","2023/11/02","13:11.0",,2460251.04931,93.4,242.6,280.1,93.4,,1,+0.1,+8.3,,"","jac","colo","",,"","&Go_2"
7519,"DC1_BAR","L1","2023/11/02","13:34.2",,2460251.06542,118.4,267.5,304.9,118.4,,1,+0.1,+6.7,,"","ada","ired","",,"","&Miyaz_8"
7520,"DC1_PROJ","L1","2023/11/02","13:34.2",,2460251.06542,85.8,234.9,272.4,85.8,,1,+0.1,+6.9,,"","ada","ired","",,"","&Miyaz_8"
7521,"DC1_PROJ","L2","2023/11/02","13:34.2",,2460251.06542,50.2,199.3,236.8,50.2,,1,+0.1,+8.2,,"","ada","ired","",,"","&Miyaz_8"
7522,"DC3_BAR","L2","2023/11/02","13:34.2",,2460251.06542,55.9,205.0,242.5,55.9,,1,+0.1,+8.3,,"","ada","ired","",,"","&Miyaz_8"
7523,"DC2_SPOT","L2","2023/11/02","13:34.2",,2460251.06542,64.3,213.4,250.9,64.3,,1,+0.1,+8.8,,"","ada","ired","",,"","&Miyaz_8"
7524,"DC2_PROJ","L2","2023/11/02","13:34.2",,2460251.06542,42.1,191.2,228.6,42.1,,1,+0.1,+9.0,,"","ada","ired","",,"","&Miyaz_8"
7525,"DC2_PROJ","L1","2023/11/02","14:00.0",,2460251.08333,130.4,279.3,316.8,130.4,,1,+0.1,+6.8,,"","jac","colo","",,"","&Go_2"
7526,"DC1_PROJ","L1","2023/11/02","14:49.8",,2460251.11792,168.4,317.1,354.5,168.4,,1,+0.1,+6.9,,"","ada","colo","",,"","&Miyaz_8"
7527,"DC1_SPOT","L2","2023/11/02","14:49.8",,2460251.11792,94.0,242.6,280.1,94.0,,1,+0.1,+8.1,,"","ada","colo","",,"","&Miyaz_8"
