"REC_NO","OBJECT","REGION","DATE","UT","ERR_UT","JD","LONG_1","LONG_2","LONG_3","LONG_SYST","ERR_LONG","SYSTEM","PHASE","LAT","ERR_LAT","INFO","MEAS","CHANNEL","INSTR","MAGN","ORIE","OBSERVER"
3998,"DC1_SPOT","L1","2023/01/10","11:19.8",,2459954.97208,62.0,310.4,269.1,62.0,,1,-10.9,+7.5,,"","ada","colo","",,"","&Olive_2"
3999,"DC3_SPOT","L1","2023/01/10","11:19.8",,2459954.97208,129.3,17.6,336.3,129.3,,1,-10.9,+7.6,,"","ada","colo","",,"","&Olive_2"
4000,"DC1_PROJ","L1","2023/01/10","11:19.8",,2459954.97208,73.0,321.3,280.0,73.0,,1,-10.9,+7.7,,"","ada","colo","",,"","&Olive_2"
4001,"DC1_PROJ","L1","2023/01/10","12:07.4",,2459955.00514,119.7,7.8,326.5,119.7,,1,-10.9,+7.3,,"","ada","ired","",,"","&Miyaz_6"
4002,"DC2_PROJ","L1","2023/01/10","12:07.4",,2459955.00514,165.6,53.7,12.4,165.6,,1,-10.9,+6.6,,"","ada","ired","",,"","&Miyaz_6"
4003,"DC3_PROJ","L1","2023/01/10","12:07.4",,2459955.00514,93.8,341.9,300.6,93.8,,1,-10.9,+7.1,,"","ada","ired","",,"","&Miyaz_6"
4004,"DC3_SPOT","L1","2023/01/10","12:07.4",,2459955.00514,145.4,33.5,352.2,145.4,,1,-10.9,+6.5,,"","ada","ired","",,"","&Miyaz_6"
4005,"DC3_PROJ","L1","2023/01/10","12:16.6",,2459955.01153,138.6,26.6,345.3,138.6,,1,-10.9,+7.4,,"","ada","colo","",,"","&Olive_2"
4006,"DC3_PROJ","L1","2023/01/10","12:16.6",,2459955.01153,164.4,52.4,11.1,164.4,,1,-10.9,+7.9,,"","ada","colo","",,"","&Olive_2"
4007,"DC1_SPOT","L1","2023/01/11","08:48.9",,2459955.86729,163.8,45.3,4.2,163.8,,1,-10.9,+7.2,,"","ada","ired","",,"","&Miyaz_6"
4008,"DC2_PROJ","L1","2023/01/11","08:48.9",,2459955.86729,121.7,3.2,322.1,121.7,,1,-10.9,+6.5,,"","ada","ired","",,"","&Miyaz_6"
4009,"DC3_PROJ","L1","2023/01/11","09:26.7",,2459955.89354,153.0,34.3,353.2,153.0,,1,-10.9,+8.0,,"","ada","colo","",,"","&Miyaz_6"
4010,"DC3_PROJ","L1","2023/01/11","09:26.7",,2459955.89354,178.2,59.5,18.5,178.2,,1,-10.9,+7.7,,"","ada","colo","",,"","&Miyaz_6"
4011,"DC2_SPOT","L2","2023/01/11","10:36.8",,2459955.94222,244.6,125.6,84.5,244.6,,1,-10.9,+8.9,,"","ada","colo","",,"","&Miyaz_6"
4012,"DC1_PROJ","L1","2023/01/11","10:36.8",,2459955.94222,226.3,107.3,66.2,226.3,,1,-10.9,+6.3,,"","ada","colo","",,"","&Miyaz_6"
4013,"DC3_PROJ","L2","2023/01/11","11:51.9",,2459955.99438,303.7,184.2,143.2,303.7,,1,-10.9,+8.7,,"","ada","colo","",,"","&Miyaz_6"
4014,"DC2_PROJ","L1","2023/01/11","16:43.0",,2459956.19653,121.7,0.7,319.7,121.7,,1,-10.9,+6.3,,"","ada","ired","",,"","&Cidad_1"
4015,"DC2_PROJ","L1","2023/01/11","16:43.0",,2459956.19653,73.2,312.2,271.2,73.2,,1,-10.9,+6.8,,"","ada","ired","",,"","&Cidad_1"
4016,"DC2_PROJ","L1","2023/01/11","16:43.0",,2459956.19653,41.0,280.0,239.0,41.0,,1,-10.9,+6.6,,"","ada","ired","",,"","&Cidad_1"
4017,"DC1_SPOT","L1","2023/01/11","16:43.0",,2459956.19653,63.0,302.0,261.0,63.0,,1,-10.9,+6.7,,"","ada","ired","",,"","&Cidad_1"
4018,"DC2_PROJ","L1","2023/01/12","08:48.8",,2459956.86722,300.6,174.5,133.7,300.6,,1,-10.8,+8.0,,"","ada","colo","",,"","&Miyaz_6"
4019,"DC2_PROJ","L1","2023/01/12","09:23.2",,2459956.89111,2.1,235.8,195.0,2.1,,1,-10.8,+7.9,,"","ada","colo","",,"","&Miyaz_6"
4020,"DC1_PROJ","L2","2023/01/12","10:13.8",,2459956.92625,18.2,251.6,210.8,18.2,,1,-10.8,+8.2,,"","ada","ired","",,"","&Miyaz_6"
4021,"DC1_PROJ","L1","2023/01/12","11:25.6",,2459956.97611,40.9,273.9,233.1,40.9,,1,-10.8,+7.3,,"","ada","colo","",,"","&Miyaz_6"
4022,"DC2_BAR","L2","2023/01/12","11:25.6",,2459956.97611,64.2,297.3,256.5,64.2,,1,-10.8,+9.0,,"","ada","colo","",,"","&Miyaz_6"
4023,"DC2_PROJ","L1","2023/01/12","11:25.6",,2459956.97611,74.3,307.3,266.6,74.3,,1,-10.8,+7.3,,"","ada","colo","",,"","&Miyaz_6"
4024,"DC3_PROJ","L1","2023/01/12","11:25.6",,2459956.97611,61.9,294.9,254.1,61.9,,1,-10.8,+6.9,,"","ada","colo","",,"","&Miyaz_6"
4025,"DC3_SPOT","L1","2023/01/12","11:37.1",,2459956.98410,61.6,294.6,253.8,61.6,,1,-10.8,+6.3,,"","ada","colo","",,"","&Olive_2"
4026,"DC2_PROJ","L1","2023/01/12","11:37.1",,2459956.98410,40.4,273.4,232.7,40.4,,1,-10.8,+7.4,,"","ada","colo","",,"","&Olive_2"
4027,"DC2_PROJ","L1","2023/01/12","11:37.1",,2459956.98410,74.0,306.9,266.2,74.0,,1,-10.8,+7.8,,"","ada","colo","",,"","&Olive_2"
4028,"DC1_PROJ","L2","2023/01/12","11:37.1",,2459956.98410,18.9,251.9,211.1,18.9,,1,-10.8,+8.2,,"","ada","colo","",,"","&Olive_2"
4029,"DC3_PROJ","L1","2023/01/12","17:50.0",,2459957.24306,244.1,115.1,74.4,244.1,,1,-10.8,+7.1,,"","ada","ired","",,"","&Cidad_1"
4030,"DC2_PROJ","L1","2023/01/12","17:50.0",,2459957.24306,291.4,162.4,121.7,291.4,,1,-10.8,+6.8,,"","ada","ired","",,"","&Cidad_1"
4031,"DC3_PROJ","L1","2023/01/12","19:31.6",,2459957.31361,301.9,172.4,131.7,301.9,,1,-10.8,+7.2,,"","ada","ired","",,"","&Cidad_1"
4032,"DC2_PROJ","L1","2023/01/12","19:31.6",,2459957.31361,18.8,249.3,208.6,18.8,,1,-10.8,+6.6,,"","ada","ired","",,"","&Cidad_1"
4033,"DC2_BAR","L2","2023/01/12","19:31.6",,2459957.31361,308.1,178.6,137.9,308.1,,1,-10.8,+8.9,,"","ada","ired","",,"","&Cidad_1"
4034,"DC1_PROJ","L1","2023/01/12","19:31.6",,2459957.31361,328.9,199.3,158.7,328.9,,1,-10.8,+6.7,,"","ada","ired","",,"","&Cidad_1"
4035,"DC3_PROJ","L1","2023/01/13","09:00.0",,2459957.87500,74.5,300.7,260.1,74.5,,1,-10.8,+7.3,,"","ada","colo","",,"","&Miyaz_6"
4036,"DC1_PROJ","L1","2023/01/13","09:00.0",,2459957.87500,116.2,342.4,301.8,116.2,,1,-10.8,+7.7,,"","ada","colo","",,"","&Miyaz_6"
4037,"DC3_PROJ","L1","2023/01/13","11:19.3",,2459957.97174,243.7,109.2,68.6,243.7,,1,-10.8,+7.9,,"","ada","colo","",,"","&Miyaz_6"
4038,"DC2_PROJ","L1","2023/01/13","11:19.3",,2459957.97174,202.9,68.4,27.9,202.9,,1,-10.8,+6.2,,"","ada","colo","",,"","&Miyaz_6"
4039,"DC2_PROJ","L1","2023/01/13","11:19.3",,2459957.97174,173.5,38.9,358.4,173.5,,1,-10.8,+6.8,,"","ada","colo","",,"","&Miyaz_6"
4040,"DC3_PROJ","L1","2023/01/13","11:19.3",,2459957.97174,162.9,28.4,347.9,162.9,,1,-10.8,+7.3,,"","ada","colo","",,"","&Miyaz_6"
4041,"DC2_SPOT","L2","2023/01/13","16:50.8",,2459958.20194,26.2,249.9,209.4,26.2,,1,-10.7,+8.8,,"","ada","inte","",,"","&Cidad_1"
4042,"DC2_PROJ","L1","2023/01/13","16:50.8",,2459958.20194,19.1,242.8,202.3,19.1,,1,-10.7,+7.4,,"","ada","inte","",,"","&Cidad_1"
4043,"DC3_PROJ","L1","2023/01/13","16:50.8",,2459958.20194,54.5,278.2,237.7,54.5,,1,-10.7,+7.3,,"","ada","inte","",,"","&Cidad_1"
4044,"DC2_SPOT","L1","2023/01/13","17:45.8",,2459958.24014,61.2,284.6,244.2,61.2,,1,-10.7,+7.0,,"","ada","ired","",,"","&Cidad_1"
4045,"DC2_PROJ","L1","2023/01/13","17:45.8",,2459958.24014,115.1,338.5,298.0,115.1,,1,-10.7,+7.6,,"","ada","ired","",,"","&Cidad_1"
4046,"DC2_BAR","L1","2023/01/13","17:45.8",,2459958.24014,104.2,327.6,287.2,104.2,,1,-10.7,+7.5,,"","ada","ired","",,"","&Cidad_1"
4047,"DC3_PROJ","L1","2023/01/13","17:45.8",,2459958.24014,92.7,316.1,275.6,92.7,,1,-10.7,+7.5,,"","ada","ired","",,"","&Cidad_1"
4048,"DC2_PROJ","L1","2023/01/13","19:00.0",,2459958.29167,172.9,35.9,355.4,172.9,,1,-10.7,+7.2,,"","ada","ired","",,"","&Cidad_1"
4049,"DC2_PROJ","L1","2023/01/13","19:00.0",,2459958.29167,162.9,25.9,345.5,162.9,,1,-10.7,+6.7,,"","ada","ired","",,"","&Cidad_1"
4050,"DC3_PROJ","L1","2023/01/13","19:00.0",,2459958.29167,142.4,5.4,325.0,142.4,,1,-10.7,+6.7,,"","ada","ired","",,"","&Cidad_1"
4051,"DC2_SPOT","L2","2023/01/14","10:05.8",,2459958.92069,302.5,160.7,120.5,302.5,,1,-10.7,+8.6,,"","ada","colo","",,"","&Miyaz_6"
4052,"DC2_PROJ","L1","2023/01/14","10:05.8",,2459958.92069,328.9,187.1,146.9,328.9,,1,-10.7,+7.4,,"","ada","colo","",,"","&Miyaz_6"
4053,"DC2_PROJ","L1","2023/01/14","10:05.8",,2459958.92069,291.0,149.2,109.0,291.0,,1,-10.7,+6.8,,"","ada","colo","",,"","&Miyaz_6"
4054,"DC3_PROJ","L1","2023/01/15","10:39.0",,2459959.94375,155.9,6.3,326.3,155.9,,1,-10.6,+7.1,,"","jac","colo","",,"","&Go_2"
4055,"DC3_PROJ","L1","2023/01/15","10:39.0",,2459959.94375,173.9,24.3,344.3,173.9,,1,-10.6,+6.5,,"","jac","colo","",,"","&Go_2"
4056,"DC3_PROJ","L1","2023/01/15","10:39.0",,2459959.94375,163.2,13.6,333.7,163.2,,1,-10.6,+6.8,,"","jac","colo","",,"","&Go_2"
4057,"DC1_PROJ","L1","2023/01/15","19:00.0",,2459960.29167,75.0,282.8,242.9,75.0,,1,-10.6,+6.2,,"","ada","ired","",,"","&Cidad_1"
4058,"DC2_PROJ","L1","2023/01/16","11:23.5",,2459960.97465,294.2,136.8,97.1,294.2,,1,-10.6,+6.1,,"","ada","ired","",,"","&Olive_2"
4059,"DC1_PROJ","L1","2023/01/16","11:23.5",,2459960.97465,287.6,130.2,90.4,287.6,,1,-10.6,+7.7,,"","ada","ired","",,"","&Olive_2"
4060,"DC1_PROJ","L1","2023/01/16","11:57.4",,2459960.99819,358.1,200.5,160.8,358.1,,1,-10.6,+6.1,,"","ada","ired","",,"","&Olive_2"
4061,"DC3_PROJ","L1","2023/01/16","11:57.4",,2459960.99819,352.9,195.3,155.5,352.9,,1,-10.6,+6.5,,"","ada","ired","",,"","&Olive_2"
4062,"DC3_PROJ","L1","2023/01/16","11:57.4",,2459960.99819,316.4,158.8,119.1,316.4,,1,-10.6,+7.3,,"","ada","ired","",,"","&Olive_2"
4063,"DC2_PROJ","L1","2023/01/17","09:43.0",,2459961.90486,42.8,238.2,198.7,42.8,,1,-10.5,+6.7,,"","ada","ired","",,"","&Miyaz_6"
4064,"DC2_BAR","L1","2023/01/17","09:43.0",,2459961.90486,67.6,263.1,223.6,67.6,,1,-10.5,+7.0,,"","ada","ired","",,"","&Miyaz_6"
4065,"DC3_PROJ","L1","2023/01/17","09:43.0",,2459961.90486,58.2,253.6,214.1,58.2,,1,-10.5,+7.2,,"","ada","ired","",,"","&Miyaz_6"
4066,"DC1_PROJ","L1","2023/01/17","09:43.0",,2459961.90486,74.0,269.5,230.0,74.0,,1,-10.5,+7.4,,"","ada","ired","",,"","&Miyaz_6"
4067,"DC1_PROJ","L1","2023/01/17","09:43.0",,2459961.90486,19.9,215.4,175.9,19.9,,1,-10.5,+7.7,,"","ada","ired","",,"","&Miyaz_6"
4068,"DC2_SPOT","L1","2023/01/17","10:25.8",,2459961.93458,89.4,284.6,245.1,89.4,,1,-10.5,+7.8,,"","ada","ired","",,"","&Miyaz_6"
4069,"DC2_SPOT","L1","2023/01/17","10:25.8",,2459961.93458,99.0,294.2,254.8,99.0,,1,-10.5,+7.8,,"","ada","ired","",,"","&Miyaz_6"
4070,"DC2_SPOT","L2","2023/01/19","09:06.0",,2459963.87917,313.3,133.7,94.8,313.3,,1,-10.4,+8.8,,"","ada","ired","",,"","&Miyaz_6"
4071,"DC2_PROJ","L1","2023/01/19","09:06.0",,2459963.87917,19.4,199.7,160.8,19.4,,1,-10.4,+7.7,,"","ada","ired","",,"","&Miyaz_6"
4072,"DC2_BAR","L2","2023/01/19","09:06.0",,2459963.87917,326.2,146.6,107.7,326.2,,1,-10.4,+8.8,,"","ada","ired","",,"","&Miyaz_6"
4073,"DC2_SPOT","L2","2023/01/19","09:06.0",,2459963.87917,334.1,154.5,115.5,334.1,,1,-10.4,+8.8,,"","ada","ired","",,"","&Miyaz_6"
4074,"DC1_PROJ","L1","2023/01/19","09:06.0",,2459963.87917,357.7,178.1,139.2,357.7,,1,-10.4,+6.9,,"","ada","ired","",,"","&Miyaz_6"
4075,"DC2_PROJ","L1","2023/01/19","09:06.0",,2459963.87917,316.0,136.4,97.5,316.0,,1,-10.4,+6.9,,"","ada","ired","",,"","&Miyaz_6"
4076,"DC2_PROJ","L1","2023/01/19","09:06.0",,2459963.87917,355.2,175.5,136.6,355.2,,1,-10.4,+6.1,,"","ada","ired","",,"","&Miyaz_6"
4077,"DC2_PROJ","L1","2023/01/19","10:07.0",,2459963.92153,19.0,199.1,160.1,19.0,,1,-10.4,+7.7,,"","jac","colo","",,"","&Barry"
4078,"DC1_PROJ","L1","2023/01/19","10:07.0",,2459963.92153,354.4,174.5,135.6,354.4,,1,-10.4,+7.8,,"","jac","colo","",,"","&Barry"
4079,"DC2_PROJ","L1","2023/01/19","10:07.0",,2459963.92153,62.2,242.3,203.4,62.2,,1,-10.4,+6.8,,"","jac","colo","",,"","&Barry"
4080,"DC1_PROJ","L1","2023/01/19","11:10.7",,2459963.96576,42.0,221.7,182.8,42.0,,1,-10.4,+6.8,,"","ada","ired","",,"","&Miyaz_6"
4081,"DC1_PROJ","L1","2023/01/19","11:10.7",,2459963.96576,74.9,254.6,215.7,74.9,,1,-10.4,+7.3,,"","ada","ired","",,"","&Miyaz_6"
4082,"DC1_PROJ","L1","2023/01/19","11:11.5",,2459963.96632,74.8,254.5,215.6,74.8,,1,-10.4,+7.4,,"","ada","ired","",,"","&Olive_2"
4083,"DC3_PROJ","L1","2023/01/19","11:11.5",,2459963.96632,42.5,222.2,183.3,42.5,,1,-10.4,+6.5,,"","ada","ired","",,"","&Olive_2"
4084,"DC1_SPOT","L2","2023/01/19","11:11.5",,2459963.96632,32.2,212.0,173.0,32.2,,1,-10.4,+8.7,,"","ada","ired","",,"","&Olive_2"
4085,"DC2_BAR","L2","2023/01/19","17:33.0",,2459964.23125,273.6,91.3,52.5,273.6,,1,-10.3,+8.2,,"","ada","ired","",,"","&Cidad_1"
4086,"DC3_SPOT","L2","2023/01/19","17:33.0",,2459964.23125,334.3,152.0,113.2,334.3,,1,-10.3,+8.9,,"","ada","ired","",,"","&Cidad_1"
4087,"DC3_SPOT","L2","2023/01/19","17:33.0",,2459964.23125,326.3,144.0,105.2,326.3,,1,-10.3,+8.8,,"","ada","ired","",,"","&Cidad_1"
4088,"DC1_SPOT","L2","2023/01/19","17:33.0",,2459964.23125,263.7,81.4,42.5,263.7,,1,-10.3,+8.1,,"","ada","ired","",,"","&Cidad_1"
4089,"DC2_PROJ","L1","2023/01/19","17:33.0",,2459964.23125,265.1,82.8,44.0,265.1,,1,-10.3,+6.2,,"","ada","ired","",,"","&Cidad_1"
4090,"DC3_SPOT","L2","2023/01/19","17:33.0",,2459964.23125,313.4,131.1,92.3,313.4,,1,-10.3,+9.0,,"","ada","ired","",,"","&Cidad_1"
4091,"DC1_BAR","L1","2023/01/20","09:21.0",,2459964.88958,159.4,332.1,293.5,159.4,,1,-10.3,+7.5,,"","ada","colo","",,"","&Miyaz_6"
4092,"DC3_PROJ","L2","2023/01/20","11:01.8",,2459964.95958,232.0,44.1,5.4,232.0,,1,-10.3,+8.3,,"","ada","ired","",,"","&Miyaz_6"
4093,"DC3_PROJ","L2","2023/01/20","11:01.8",,2459964.95958,218.1,30.3,351.6,218.1,,1,-10.3,+8.1,,"","ada","ired","",,"","&Miyaz_6"
4094,"DC3_PROJ","L2","2023/01/20","11:01.8",,2459964.95958,172.5,344.6,306.0,172.5,,1,-10.3,+8.1,,"","ada","ired","",,"","&Miyaz_6"
4095,"DC2_PROJ","L1","2023/01/20","11:01.8",,2459964.95958,238.2,50.3,11.6,238.2,,1,-10.3,+7.8,,"","ada","ired","",,"","&Miyaz_6"
4096,"DC3_SPOT","L2","2023/01/20","11:01.8",,2459964.95958,184.6,356.8,318.1,184.6,,1,-10.3,+8.2,,"","ada","ired","",,"","&Miyaz_6"
4097,"DC2_PROJ","L1","2023/01/20","11:01.8",,2459964.95958,206.6,18.7,340.1,206.6,,1,-10.3,+6.1,,"","ada","ired","",,"","&Miyaz_6"
4098,"DC3_BAR","L2","2023/01/20","11:34.7",,2459964.98243,275.3,87.2,48.6,275.3,,1,-10.3,+8.1,,"","ada","ired","",,"","&Olive_2"
4099,"DC2_PROJ","L1","2023/01/20","11:34.7",,2459964.98243,219.3,31.3,352.6,219.3,,1,-10.3,+7.5,,"","ada","ired","",,"","&Olive_2"
4100,"DC2_PROJ","L1","2023/01/20","11:34.7",,2459964.98243,238.4,50.3,11.7,238.4,,1,-10.3,+6.9,,"","ada","ired","",,"","&Olive_2"
4101,"DC2_PROJ","L1","2023/01/20","11:34.7",,2459964.98243,204.8,16.7,338.1,204.8,,1,-10.3,+6.7,,"","ada","ired","",,"","&Olive_2"
4102,"DC2_PROJ","L1","2023/01/20","11:34.7",,2459964.98243,263.3,75.3,36.6,263.3,,1,-10.3,+7.9,,"","ada","ired","",,"","&Olive_2"
4103,"DC3_PROJ","L1","2023/01/20","11:34.7",,2459964.98243,231.9,43.8,5.2,231.9,,1,-10.3,+7.9,,"","ada","ired","",,"","&Olive_2"
4104,"DC3_PROJ","L2","2023/01/21","10:01.5",,2459965.91771,335.9,140.8,102.4,335.9,,1,-10.2,+8.6,,"","ada","ired","",,"","&Miyaz_6"
4105,"DC2_PROJ","L1","2023/01/21","10:01.5",,2459965.91771,315.8,120.6,82.2,315.8,,1,-10.2,+7.8,,"","ada","ired","",,"","&Miyaz_6"
4106,"DC1_PROJ","L1","2023/01/21","10:01.5",,2459965.91771,357.0,161.8,123.4,357.0,,1,-10.2,+7.1,,"","ada","ired","",,"","&Miyaz_6"
4107,"DC1_PROJ","L1","2023/01/21","10:58.9",,2459965.95757,44.3,208.9,170.5,44.3,,1,-10.2,+6.5,,"","ada","ired","",,"","&Miyaz_6"
4108,"DC1_PROJ","L1","2023/01/21","10:58.9",,2459965.95757,18.9,183.4,145.0,18.9,,1,-10.2,+7.5,,"","ada","ired","",,"","&Miyaz_6"
4109,"DC1_PROJ","L2","2023/01/21","17:03.0",,2459966.21042,264.1,66.6,28.3,264.1,,1,-10.2,+8.4,,"","jac","colo","",,"","&Jacqu_2"
4110,"DC2_SPOT","L2","2023/01/21","17:56.4",,2459966.24750,238.3,40.7,2.4,238.3,,1,-10.2,+8.4,,"","ada","ired","",,"","&Cidad_1"
4111,"DC3_PROJ","L1","2023/01/21","17:56.4",,2459966.24750,231.6,33.9,355.6,231.6,,1,-10.2,+7.3,,"","ada","ired","",,"","&Cidad_1"
4112,"DC2_SPOT","L2","2023/01/21","19:55.0",,2459966.32986,336.2,137.9,99.6,336.2,,1,-10.2,+8.5,,"","ada","ired","",,"","&Cidad_1"
4113,"DC1_SPOT","L2","2023/01/21","19:55.0",,2459966.32986,18.4,180.1,141.8,18.4,,1,-10.2,+8.9,,"","ada","ired","",,"","&Cidad_1"
4114,"DC1_PROJ","L1","2023/01/21","19:55.0",,2459966.32986,356.6,158.3,120.0,356.6,,1,-10.2,+7.2,,"","ada","ired","",,"","&Cidad_1"
4115,"DC3_PROJ","L1","2023/01/21","19:55.0",,2459966.32986,316.0,117.6,79.4,316.0,,1,-10.2,+7.1,,"","ada","ired","",,"","&Cidad_1"
4116,"DC3_PROJ","L1","2023/01/22","00:42.7",,2459966.52965,159.9,320.1,281.8,159.9,,1,-10.2,+7.6,,"","ada","colo","",,"","&Triana"
4117,"DC2_PROJ","L1","2023/01/22","09:31.8",,2459966.89708,162.8,320.2,282.0,162.8,,1,-10.1,+6.4,,"","ada","ired","",,"","&Miyaz_6"
4118,"DC2_PROJ","L1","2023/01/22","09:31.8",,2459966.89708,138.0,295.3,257.2,138.0,,1,-10.1,+6.9,,"","ada","ired","",,"","&Miyaz_6"
4119,"DC1_BAR","L1","2023/01/22","09:31.8",,2459966.89708,158.5,315.9,277.7,158.5,,1,-10.1,+7.5,,"","ada","ired","",,"","&Miyaz_6"
4120,"DC1_SPOT","L1","2023/01/22","09:31.8",,2459966.89708,94.7,252.0,213.9,94.7,,1,-10.1,+7.6,,"","ada","ired","",,"","&Miyaz_6"
4121,"DC1_PROJ","L1","2023/01/22","17:28.0",,2459967.22778,18.7,173.6,135.5,18.7,,1,-10.1,+7.1,,"","jac","colo","",,"","&Kardasi"
4122,"DC1_PROJ","L1","2023/01/22","18:08.0",,2459967.25556,76.0,230.6,192.6,76.0,,1,-10.1,+6.4,,"","ada","ired","",,"","&Cidad_1"
4123,"DC1_PROJ","L1","2023/01/22","18:08.0",,2459967.25556,43.5,198.2,160.1,43.5,,1,-10.1,+6.4,,"","ada","ired","",,"","&Cidad_1"
4124,"DC3_SPOT","L1","2023/01/22","18:49.8",,2459967.28458,116.6,271.0,232.9,116.6,,1,-10.1,+7.3,,"","ada","ired","",,"","&Cidad_1"
4125,"DC3_PROJ","L2","2023/01/23","11:33.9",,2459967.98188,332.8,121.9,84.0,332.8,,1,-10.1,+8.5,,"","ada","ired","",,"","&Olive_2"
4126,"DC2_PROJ","L1","2023/01/23","11:33.9",,2459967.98188,328.3,117.4,79.5,328.3,,1,-10.1,+7.9,,"","ada","ired","",,"","&Olive_2"
4127,"DC2_PROJ","L1","2023/01/23","11:33.9",,2459967.98188,340.0,129.1,91.3,340.0,,1,-10.1,+7.8,,"","ada","ired","",,"","&Olive_2"
4128,"DC1_PROJ","L1","2023/01/23","11:33.9",,2459967.98188,359.3,148.4,110.5,359.3,,1,-10.1,+7.7,,"","ada","ired","",,"","&Olive_2"
4129,"DC2_PROJ","L1","2023/01/23","11:33.9",,2459967.98188,317.6,106.7,68.8,317.6,,1,-10.1,+7.3,,"","ada","ired","",,"","&Olive_2"
4130,"DC2_PROJ","L1","2023/01/23","11:33.9",,2459967.98188,304.7,93.8,55.9,304.7,,1,-10.1,+6.5,,"","ada","ired","",,"","&Olive_2"
4131,"DC3_PROJ","L2","2023/01/23","11:33.9",,2459967.98188,10.8,159.9,122.0,10.8,,1,-10.1,+8.6,,"","ada","ired","",,"","&Olive_2"
4132,"DC3_BAR","L1","2023/01/23","17:43.6",,2459968.23861,184.3,331.4,293.7,184.3,,1,-10.0,+7.8,,"","ada","ired","",,"","&Cidad_1"
4133,"DC2_PROJ","L1","2023/01/23","17:43.6",,2459968.23861,237.2,24.3,346.6,237.2,,1,-10.0,+7.6,,"","ada","ired","",,"","&Cidad_1"
4134,"DC2_PROJ","L1","2023/01/23","17:43.6",,2459968.23861,215.2,2.3,324.6,215.2,,1,-10.0,+7.3,,"","ada","ired","",,"","&Cidad_1"
4135,"DC3_PROJ","L1","2023/01/23","17:43.6",,2459968.23861,173.3,320.4,282.6,173.3,,1,-10.0,+8.0,,"","ada","ired","",,"","&Cidad_1"
4136,"DC1_PROJ","L2","2023/01/23","19:04.2",,2459968.29458,259.0,45.7,8.0,259.0,,1,-10.0,+8.5,,"","ada","ired","",,"","&Cidad_1"
4137,"DC2_PROJ","L1","2023/01/24","18:29.4",,2459969.27042,42.8,182.1,144.6,42.8,,1,-9.9,+6.9,,"","rbu","colo","",,"","&Bullen"
4138,"DC3_PROJ","L1","2023/01/25","08:55.2",,2459969.87167,172.6,307.2,269.9,172.6,,1,-9.9,+6.6,,"","ada","colo","",,"","&Miyaz_6"
4139,"DC2_PROJ","L1","2023/01/25","10:29.2",,2459969.93694,260.6,34.8,357.5,260.6,,1,-9.9,+6.6,,"","ada","colo","",,"","&Miyaz_6"
4140,"DC3_PROJ","L1","2023/01/25","10:29.2",,2459969.93694,236.8,10.9,333.6,236.8,,1,-9.9,+7.0,,"","ada","colo","",,"","&Miyaz_6"
4141,"DC3_PROJ","L2","2023/01/25","11:21.2",,2459969.97306,328.9,102.8,65.5,328.9,,1,-9.9,+8.4,,"","ada","colo","",,"","&Olive_2"
4142,"DC3_PROJ","L1","2023/01/25","11:21.2",,2459969.97306,309.1,83.0,45.7,309.1,,1,-9.9,+6.8,,"","ada","colo","",,"","&Olive_2"
4143,"DC2_PROJ","L1","2023/01/25","11:21.2",,2459969.97306,274.6,48.5,11.1,274.6,,1,-9.9,+7.8,,"","ada","colo","",,"","&Olive_2"
4144,"DC2_PROJ","L2","2023/01/25","11:21.2",,2459969.97306,254.9,28.8,351.5,254.9,,1,-9.9,+8.1,,"","ada","colo","",,"","&Olive_2"
4145,"DC2_PROJ","L1","2023/01/25","11:56.4",,2459969.99750,1.3,135.0,97.7,1.3,,1,-9.9,+7.2,,"","ada","colo","",,"","&Olive_2"
4146,"DC2_PROJ","L1","2023/01/25","16:46.8",,2459970.19917,92.0,224.1,186.9,92.0,,1,-9.9,+7.6,,"","ada","ired","",,"","&Cidad_1"
4147,"DC2_PROJ","L1","2023/01/26","09:55.0",,2459970.91319,56.1,182.8,145.7,56.1,,1,-9.8,+7.6,,"","jac","ired","",,"","&Barry"
4148,"DC2_PROJ","L1","2023/01/26","09:55.0",,2459970.91319,68.0,194.7,157.7,68.0,,1,-9.8,+7.6,,"","jac","ired","",,"","&Barry"
4149,"DC2_PROJ","L2","2023/01/26","09:55.0",,2459970.91319,61.2,187.9,150.9,61.2,,1,-9.8,+8.3,,"","jac","ired","",,"","&Barry"
4150,"DC1_PROJ","L1","2023/01/26","09:55.0",,2459970.91319,43.9,170.7,133.6,43.9,,1,-9.8,+7.5,,"","jac","ired","",,"","&Barry"
4151,"DC2_PROJ","L2","2023/01/26","09:55.0",,2459970.91319,13.9,140.6,103.6,13.9,,1,-9.8,+8.9,,"","jac","ired","",,"","&Barry"
4152,"DC2_PROJ","L1","2023/01/26","12:41.7",,2459971.02896,154.4,280.2,243.2,154.4,,1,-9.8,+7.5,,"","ada","ired","",,"","&Miyaz_6"
4153,"DC1_PROJ","L1","2023/01/26","12:41.7",,2459971.02896,122.0,247.9,210.8,122.0,,1,-9.8,+6.3,,"","ada","ired","",,"","&Miyaz_6"
4154,"DC2_PROJ","L2","2023/01/27","17:02.6",,2459972.21014,55.0,171.8,135.1,55.0,,1,-9.7,+8.7,,"","ada","ired","",,"","&Cidad_1"
